"TANGGAL","CUSTOMER_CODE","NAME_1","CUSTOMER_SINCE","RT_RW","RESIDENCE","TAX_ID","SECTOR","TOWN_COUNTRY","COUNTRY","CUSTOMER_RATING","SMS_1","PHONE_1","PROVINCE","DISTRICT_CODE","POST_CODE","FUND_SOURCE","MOTH_MAIDEN","PLACE_BIRTH","DATE_OF_BIRTH","GENDER","EMPLOYERS_BUSS","EMPLOYMENT_STATUS","OCCUPATION","MARITAL_STATUS","EDUCATION","RELIGION","LEGAL_ID_NO","LEGAL_TYPE","NATIONALITY","RESIDE_Y_N","GUARANTOR_CODE","SID_RELATI_BANK","LBU_CUST_TYPE","EMPLOYERS_NAME","EMPLOYERS_ADD","STREET","FUND_SOURCE_AMT","COMPANY_BOOK","SHORT_NAME","BUSINESS_TYPE","FIRST_REG_NO","FIRST_REG_DATE","LEGAL_ID","LEGAL_ISS_DATE","LEGAL_EXP_DATE","SID_ECO_SECTOR","ACCOUNT_OFFICER","ADDR_PHONE_AREA","TAXABLE","OFF_PHONE","CUST_TYPE","KOLEK","JOB_TITLE","EMAIL","RISK_LEVEL_ID"
"2025-05-19",10831713,Perum Puspasari Iswahyudi,"2015-06-12","009/008",Jl. Setiabudhi No. 2,"460-11-3391","2",Yogyakarta,Indonesia,B,"5719962137708",+62 (266) 495 8398,Sulawesi Selatan,"9274","11534",Field seismologist,Mutia,Bitung,"1961-09-10",F,PT Tamba (Persero) Tbk,Freelance,Forensic psychologist,Single,SMA,Buddha,"6775235698876646",KTP,ID,N,"2951","1490","2",PD Lestari Mulyani,"Jl. Dr. Djunjunan No. 66
Yogyakarta, YO 24150",Jalan Tubagus Ismail,27465.48,"508",(Persero) Tbk,"5",TK 162 ZYO,"2020-02-02",S 192 OAA,"2020-03-04","2038-08-20","8455","9646",(085) 737-9338,Y,(0242) 910 2018,C,"4","Designer, furniture",latifwibowo@example.com,"3"
"2025-05-19",10859334,PD Yuniar Susanti Tbk,"2025-04-21","005/009",Gang Ahmad Dahlan No. 5,"894-68-2893","26",Magelang,Indonesia,A,"2364589948595",+62-066-208-0000,Kalimantan Selatan,"4735","43332","Pharmacist, community",Ghaliyati,Surabaya,"1964-01-11",F,UD Waskita Novitasari (Persero) Tbk,Contract,Educational psychologist,Single,S1,Hindu,"3564785504874965",KTP,ID,Y,"5768","5297","1",Perum Kurniawan,"Jl. Pacuan Kuda No. 0
Magelang, ST 77433",Jalan Kutisari Selatan,48441.68,"527",Tbk,"8",D 525 OZD,"2024-06-19",I 475 VH,"2024-04-16","2028-12-23","1162","4098",+62 (81) 133-6519,Y,+62 (061) 298 7701,C,"5","Teacher, adult education",hasta17@example.org,"3"
"2025-05-19",10606975,CV Rajata (Persero) Tbk,"2016-01-28","004/007",Gg. Astana Anyar No. 5,"508-48-9373","33",Banjar,Indonesia,A,"9559274926842",(0874) 666 6677,Bengkulu,"2355","66101",Chemical engineer,Jasmin,Bandung,"1992-05-05",F,CV Januar Tbk,Freelance,Science writer,Divorced,S1,Hindu,"3351713415263894",KTP,ID,N,"1682","6168","1",Perum Damanik Firgantoro,"Gang Pasteur No. 740
Cilegon, Sulawesi Tengah 35329",Jl. S. Parman,3371.54,"191",Tbk,"81",JD 139 ZED,"2024-05-09",VD 4193 YM,"2024-06-28","2031-05-11","1551","8555",+62 (306) 157-6014,N,(050) 884-9559,C,"1","Accountant, chartered certified",idongoran@example.com,"3"
"2025-05-19",10365506,Perum Nashiruddin Tbk,"2021-08-26","006/003",Gg. Setiabudhi No. 850,"614-05-2264","55",Salatiga,Indonesia,C,"1189798097749","084 639 7594",Sumatera Utara,"1886","26278",Sports administrator,Tira,Tomohon,"1964-03-22",F,PT Melani (Persero) Tbk,Permanent,"Engineer, petroleum",Single,S2,Islam,"2173895732295607",KTP,ID,N,"7243","4208","1",UD Rahmawati Wijaya,"Gg. Yos Sudarso No. 68
Balikpapan, SB 74745",Gg. Ahmad Yani,3111.75,"615",(Persero) Tbk,"22",K 528 IL,"2024-04-27",S 5705 EAL,"2024-06-21","2028-10-01","5028","6869",+62 (11) 374 7941,N,+62-731-450-1162,C,"3","Doctor, general practice",marbunperkasa@example.net,"1"
"2025-05-19",11079387,PT Rajata,"2023-05-29","004/001",Gang W.R. Supratman No. 1,"121-65-7005","57",Sibolga,Indonesia,C,"5940995987607",+62-826-340-1698,Kepulauan Bangka Belitung,"2922","56297",Operational researcher,Juli,Yogyakarta,"1995-03-19",F,PD Wacana Nasyidah,Permanent,"Scientist, water quality",Single,S2,Buddha,"9326177250801711",KTP,ID,Y,"1421","2924","1",PT Anggraini Pratama,"Jalan Cikutra Timur No. 55
Sabang, Sumatera Selatan 79891",Gg. Siliwangi,86771.8,"644",(Persero) Tbk,"78",LJ 7373 HEY,"2024-09-11",RO 029 YD,"2024-03-14","2032-09-18","6853","4522",+62 (91) 315-3099,Y,+62 (0396) 921-2393,C,"1",Banker,ozymaheswara@example.net,"1"
"2025-05-19",10364755,CV Pertiwi (Persero) Tbk,"2022-03-07","005/003",Jl. Kebonjati No. 123,"157-99-3773","26",Bandar Lampung,Indonesia,A,"4169878184556",(0289) 673 0876,Kalimantan Barat,"9711","28354",Economist,Mutia,Metro,"1991-08-08",M,CV Purwanti Zulkarnain (Persero) Tbk,Freelance,Clinical biochemist,Married,S2,Kristen,"9183634155048461",KTP,ID,Y,"5930","9656","1",CV Suartini Mustofa,"Gang Siliwangi No. 15
Pematangsiantar, Bengkulu 17576",Gg. Tebet Barat Dalam,78394.45,"34",(Persero) Tbk,"73",KO 7903 WKF,"2021-02-09",U 169 STW,"2024-05-13","2027-12-23","4891","1916",(0013) 856 0158,N,(097) 642-9095,C,"5","Surveyor, rural practice",manullanghalim@example.org,"2"
"2025-05-19",10698520,PD Pradipta (Persero) Tbk,"2022-07-01","008/004",Gang Peta No. 354,"477-04-5575","67",Kota Administrasi Jakarta Utara,Indonesia,B,"5088386249642",+62 (030) 795-2818,Maluku Utara,"8265","73624",Clinical molecular geneticist,Hilda,Semarang,"1983-05-31",F,Perum Laksmiwati Kuswandari (Persero) Tbk,Permanent,IT consultant,Divorced,S2,Kristen,"8485231512249364",KTP,ID,N,"6364","4878","1",UD Rahayu Pratiwi (Persero) Tbk,"Gang Cikapayang No. 39
Sawahlunto, Jawa Tengah 99526",Jl. Ir. H. Djuanda,38100.03,"87",(Persero) Tbk,"69",XA 391 LCG,"2023-02-18",CX 441 YOL,"2023-05-05","2038-09-16","3569","8962",+62 (0711) 540 2315,Y,(054) 477 2718,P,"5",Agricultural consultant,maryanto22@example.net,"1"
"2025-05-19",10726735,PD Gunawan,"2018-12-04","007/005",Jalan R.E Martadinata No. 969,"832-26-0056","17",Palu,Indonesia,C,"3604836821400",+62-640-160-0742,Jambi,"6816","22906","Therapist, music",Farah,Cimahi,"1971-03-19",F,PT Rajasa,Permanent,Careers information officer,Married,S1,Buddha,"4772238360801067",KTP,ID,Y,"6513","6545","1",UD Salahudin Waskita (Persero) Tbk,"Gg. Cempaka No. 5
Palangkaraya, Jawa Barat 67354",Gang Rajawali Barat,25124.16,"960",(Persero) Tbk,"66",EQ 4153 AIV,"2023-10-09",U 647 BBP,"2022-09-15","2050-01-31","3030","7934","088 343 5175",N,+62 (0416) 190-4064,C,"3","Designer, jewellery",safitribalangga@example.net,"3"
"2025-05-19",10671889,PT Budiman,"2016-08-06","009/008",Gg. Medokan Ayu No. 64,"210-25-7202","50",Pekalongan,Indonesia,A,"1906808755731",+62-0785-624-3630,Maluku,"6547","11952","Psychologist, clinical",Septi,Kotamobagu,"1968-04-24",F,UD Situmorang Rahimah,Freelance,Chartered accountant,Divorced,S1,Islam,"7422109483999400",KTP,ID,N,"1498","9362","1",PT Hartati Thamrin,"Jl. Bangka Raya No. 1
Sibolga, JK 46979",Gang Ahmad Dahlan,65786.3,"296",(Persero) Tbk,"53",VJ 3427 KU,"2022-01-06",SX 5552 WG,"2020-11-14","2032-08-23","5759","1672",+62 (090) 885-9373,Y,+62 (59) 698-4533,C,"1",Building control surveyor,ramadanhumaira@example.net,"2"
"2025-05-19",10909343,PD Wulandari,"2020-01-20","007/006",Jl. Jend. Sudirman No. 16,"745-87-2945","45",Pematangsiantar,Indonesia,B,"8848054995875",+62-140-976-6630,Riau,"4446","58269","Scientist, research (life sciences)",Elma,Mojokerto,"1966-02-26",F,PT Wijayanti,Freelance,Aid worker,Divorced,SMA,Islam,"7815136027148265",KTP,ID,Y,"3499","8317","2",CV Anggraini (Persero) Tbk,"Jl. Joyoboyo No. 7
Samarinda, JB 29549",Gang Kebonjati,77820.45,"308",Tbk,"58",A 348 HP,"2022-10-25",CK 083 KN,"2021-07-17","2030-12-17","8405","9137","084 846 6144",N,(0070) 530-4865,C,"3","Designer, multimedia",warta90@example.com,"3"
"2025-05-19",11089586,UD Najmudin Tbk,"2023-07-14","003/006",Jalan Ronggowarsito No. 4,"601-41-5513","37",Tidore Kepulauan,Indonesia,C,"1256710398778",(0903) 099 0107,Kalimantan Tengah,"2924","26540",Archivist,Karimah,Tasikmalaya,"1996-02-01",M,CV Hastuti Hartati (Persero) Tbk,Freelance,Furniture conservator/restorer,Married,SMA,Hindu,"6285377033489731",KTP,ID,Y,"8905","8699","1",PD Pratiwi,"Jl. Astana Anyar No. 1
Tebingtinggi, BB 71331",Jl. Laswi,2685.66,"64",Tbk,"91",RF 3081 ZEO,"2022-01-05",MJ 6802 GZ,"2023-02-07","2046-07-24","5669","6422",+62-234-992-0199,N,+62 (030) 938-0307,C,"5",Manufacturing engineer,malikaramadan@example.com,"2"
"2025-05-19",10351812,Perum Jailani,"2020-05-21","007/008",Jalan PHH. Mustofa No. 87,"404-32-4939","34",Bukittinggi,Indonesia,C,"9411929510937",(0276) 324 8578,Lampung,"2728","67196",Garment/textile technologist,Wirda,Denpasar,"1975-09-09",F,Perum Prastuti Suryatmi Tbk,Permanent,Herpetologist,Single,S2,Hindu,"4799000742389671",KTP,ID,N,"2923","3523","2",CV Hidayanto,"Jalan Rawamangun No. 8
Cimahi, DI Yogyakarta 39211",Jl. M.T Haryono,37037.36,"227",Tbk,"44",VY 1693 SNZ,"2023-01-13",I 395 SCT,"2022-12-16","2032-10-04","1489","3764",+62 (089) 611 2048,N,+62-79-907-0970,C,"4",Phytotherapist,emasnababan@example.org,"2"
"2025-05-19",10465192,PD Farida Salahudin (Persero) Tbk,"2016-05-28","001/007",Gg. Gegerkalong Hilir No. 03,"240-25-1504","39",Salatiga,Indonesia,A,"5329586442295",+62 (087) 708-1537,Riau,"3537","30059",Animal nutritionist,Ilsa,Sibolga,"1988-11-30",F,CV Mardhiyah Tbk,Permanent,Proofreader,Divorced,S1,Buddha,"2777521008197345",KTP,ID,Y,"5637","7026","1",CV Prasasta,"Jalan HOS. Cokroaminoto No. 04
Sibolga, Kalimantan Tengah 67380",Gang Soekarno Hatta,69649.65,"207",(Persero) Tbk,"36",HC 563 WJ,"2024-12-01",UA 8321 QQD,"2023-06-06","2046-09-17","2691","9133",+62-0729-819-4410,Y,+62 (995) 043-5320,P,"3",Structural engineer,vwasita@example.org,"2"
"2025-05-19",10529657,PD Prakasa,"2016-07-19","006/006",Jl. Sukajadi No. 247,"027-85-7748","72",Tanjungpinang,Indonesia,A,"3570554714335",(0804) 324-4787,Banten,"5747","56293",Research scientist (life sciences),Sarah,Pekalongan,"2003-03-31",F,PT Simbolon Waskita Tbk,Freelance,Herpetologist,Married,S1,Buddha,"2687384423521911",KTP,ID,Y,"7946","4517","1",CV Pertiwi Padmasari (Persero) Tbk,"Gg. Pasirkoja No. 0
Surabaya, Lampung 68838",Gang Jend. A. Yani,37928.17,"994",(Persero) Tbk,"85",IT 7222 RP,"2024-04-10",MI 203 YUK,"2021-06-09","2033-03-12","8924","7793",+62 (083) 226-5414,N,+62 (691) 742-2055,P,"5",Petroleum engineer,hidayantojoko@example.com,"3"
"2025-05-19",10297411,CV Farida,"2019-07-26","006/001",Jalan Tubagus Ismail No. 382,"139-95-9538","39",Tanjungbalai,Indonesia,C,"7568634217233",(0347) 545-5387,Bengkulu,"2501","13928",Ranger/warden,Padma,Makassar,"1990-07-18",F,CV Pradana (Persero) Tbk,Freelance,Commercial horticulturist,Single,S1,Kristen,"5266251485927181",KTP,ID,Y,"7071","6400","2",UD Sitorus,"Gang Ir. H. Djuanda No. 3
Ambon, JI 74211",Jalan Monginsidi,56356.39,"785",Tbk,"21",CB 744 OIA,"2021-12-27",D 5472 HS,"2020-10-14","2045-05-19","2531","8484",+62-873-958-2349,Y,+62 (493) 568 1899,P,"4",Colour technologist,safitriestiawan@example.org,"3"
"2025-05-19",11063275,Perum Widiastuti Palastri,"2020-04-21","007/001",Jl. Veteran No. 35,"507-23-8465","79",Banjarmasin,Indonesia,C,"2609969957767",(034) 190-8655,Kalimantan Barat,"4974","18987",Probation officer,Zamira,Bau-Bau,"2007-03-29",F,CV Novitasari (Persero) Tbk,Permanent,Proofreader,Divorced,S2,Hindu,"7117840091304116",KTP,ID,Y,"2441","1547","2",PT Gunarto,"Jalan Dipenogoro No. 5
Sawahlunto, Nusa Tenggara Timur 64743",Jalan K.H. Wahid Hasyim,37808.75,"781",Tbk,"71",FG 0035 PC,"2024-10-29",RI 619 UAN,"2025-03-12","2029-01-03","4226","2282",+62 (0093) 391 7026,Y,+62-95-874-7822,P,"3","Designer, television/film set",dagel35@example.org,"1"
"2025-05-19",10858679,PD Nasyiah,"2023-04-22","003/001",Gg. PHH. Mustofa No. 2,"849-41-1250","21",Tual,Indonesia,B,"3987336366557",+62 (0887) 126 7461,Kalimantan Tengah,"5670","16355","Teacher, English as a foreign language",Maida,Batam,"1961-02-08",M,UD Siregar,Freelance,"Scientist, research (medical)",Divorced,SMA,Kristen,"2955763642056521",KTP,ID,N,"4981","9188","1",UD Utami Fujiati (Persero) Tbk,"Jl. Siliwangi No. 5
Salatiga, LA 39230",Gg. K.H. Wahid Hasyim,19309.16,"3",(Persero) Tbk,"86",T 7672 CS,"2023-12-21",RK 062 BA,"2023-08-17","2032-01-13","4869","9902",(0012) 458 5725,N,+62 (478) 838 2039,P,"1",Chief Marketing Officer,ysihombing@example.org,"3"
"2025-05-19",11104409,UD Nugroho (Persero) Tbk,"2018-04-04","009/004",Gang Jend. Sudirman No. 4,"878-33-6696","68",Payakumbuh,Indonesia,B,"1598689809473",(0612) 770 5297,Kalimantan Utara,"5642","68955",Orthoptist,Eka,Semarang,"1977-03-25",M,CV Andriani,Contract,"Runner, broadcasting/film/video",Married,S1,Buddha,"7734960758846796",KTP,ID,N,"3213","1129","1",Perum Yolanda Waluyo,"Jl. Dr. Djunjunan No. 93
Medan, JI 75851",Jl. Cihampelas,30598.79,"717",Tbk,"12",V 326 YY,"2023-11-07",OK 798 KXQ,"2025-01-02","2035-04-28","4040","5816","087 679 8889",Y,+62 (0978) 007 5430,C,"4",Best boy,usudiati@example.com,"2"
"2025-05-19",10358089,PT Kurniawan Wacana,"2018-10-26","008/005",Gg. Kebonjati No. 2,"290-19-0404","20",Kota Administrasi Jakarta Timur,Indonesia,C,"3564707135463",+62 (022) 179 8836,Jawa Tengah,"7767","50233",Public relations officer,Elisa,Kendari,"1965-05-08",F,CV Mardhiyah (Persero) Tbk,Permanent,"Lighting technician, broadcasting/film/video",Married,S1,Kristen,"7162942059418395",KTP,ID,Y,"9108","8112","2",UD Tampubolon,"Gang Rajiman No. 35
Samarinda, PA 75510",Jl. Pacuan Kuda,24722.17,"609",Tbk,"84",IM 1728 LTH,"2021-04-01",KT 5412 LRS,"2022-01-07","2044-09-16","6361","9491",+62 (0368) 260-4836,Y,+62 (47) 072-8666,C,"4",Advice worker,cagak42@example.com,"2"
"2025-05-19",11456648,CV Nashiruddin Tbk,"2023-03-15","005/003",Jl. Wonoayu No. 849,"505-73-7905","40",Langsa,Indonesia,B,"6126891558833",+62-050-903-6920,Nusa Tenggara Timur,"9625","68440","Surveyor, hydrographic",Rahmi,Surakarta,"1973-02-14",M,PT Pradana Mardhiyah (Persero) Tbk,Contract,Multimedia specialist,Married,S1,Kristen,"8144239936178261",KTP,ID,N,"5084","2504","2",PD Anggraini,"Jl. Cikutra Barat No. 0
Mataram, SB 04420",Gg. W.R. Supratman,33697.84,"448",(Persero) Tbk,"52",UJ 0375 MDG,"2021-01-23",U 1404 XFT,"2022-06-06","2033-09-21","6094","3362",(0749) 169 4734,Y,"0893088094",C,"1",Further education lecturer,nasyidahyuliana@example.org,"1"
"2025-05-19",10089009,PT Firmansyah Tbk,"2017-11-09","007/001",Gg. M.H Thamrin No. 1,"653-96-1200","72",Salatiga,Indonesia,C,"8567751406232",+62 (679) 896-1841,Papua,"7144","45162",Diagnostic radiographer,Kamila,Tasikmalaya,"2006-12-28",F,CV Halimah,Contract,Computer games developer,Married,S2,Islam,"9082831921104509",KTP,ID,Y,"9810","3982","1",PD Anggraini Tbk,"Jalan Monginsidi No. 4
Bitung, JI 59067",Gang W.R. Supratman,58077.31,"810",(Persero) Tbk,"19",HS 146 VF,"2022-05-18",RW 2976 IV,"2020-03-17","2028-01-02","4981","3234",(050) 578-2913,N,+62 (093) 009-1329,C,"5",Public relations account executive,mandasariibun@example.com,"2"
"2025-05-19",10296441,PT Anggraini Sitompul,"2020-07-09","003/003",Jalan Pacuan Kuda No. 823,"362-63-1403","7",Bima,Indonesia,A,"6974234998923",+62 (266) 662 5605,Kalimantan Timur,"8662","37235",Mining engineer,Najwa,Sawahlunto,"1992-05-28",M,PD Lazuardi Rajasa,Contract,Interior and spatial designer,Divorced,S2,Hindu,"9838299894463018",KTP,ID,N,"2053","4338","2",UD Hidayat Nasyidah Tbk,"Jalan Kapten Muslihat No. 1
Tanjungbalai, Sulawesi Utara 39158",Gg. Ciwastra,49702.04,"309",(Persero) Tbk,"91",G 1310 CL,"2020-11-08",B 4762 KO,"2025-01-22","2031-02-11","9533","6353",+62 (0095) 519-1037,N,+62 (03) 230 8992,P,"1",Environmental manager,emelani@example.com,"2"
"2025-05-19",10676922,Perum Pudjiastuti Anggraini,"2017-12-11","006/006",Jl. Lembong No. 9,"041-11-9420","75",Bau-Bau,Indonesia,B,"5640890802148",+62 (77) 975 7396,Kalimantan Selatan,"6333","98575",Research scientist (maths),Rahayu,Tual,"1982-11-28",F,Perum Setiawan (Persero) Tbk,Freelance,"Engineer, structural",Married,S2,Hindu,"8216046819732183",KTP,ID,N,"9231","7313","1",PT Sudiati Marbun Tbk,"Jl. Peta No. 0
Bima, PA 16757",Gang Cempaka,6357.06,"362",(Persero) Tbk,"44",S 932 ZQD,"2023-04-25",IP 8137 GU,"2023-04-30","2049-12-06","2099","3158",+62 (491) 048-7832,N,+62 (33) 770-2441,C,"4",Web designer,chelsea60@example.net,"2"
"2025-05-19",10971263,PT Ramadan,"2020-04-24","005/005",Jl. Ahmad Yani No. 0,"127-63-6483","28",Ambon,Indonesia,B,"9127041131118","0816133907",Papua,"4673","31706",Public affairs consultant,Almira,Semarang,"1967-04-19",F,UD Sudiati Tbk,Permanent,Social researcher,Married,S1,Islam,"9666085458921131",KTP,ID,N,"6818","4160","2",PD Nasyidah Irawan Tbk,"Gang Pasteur No. 637
Bengkulu, Maluku 86807",Jalan Jakarta,80163.98,"182",Tbk,"6",C 846 TLZ,"2024-11-09",X 9941 ZSO,"2020-11-09","2036-05-03","2006","5781",+62 (36) 330-7146,Y,+62 (080) 135-6454,P,"5","Physicist, medical",nadiamayasari@example.com,"2"
"2025-05-19",10657533,UD Sihombing,"2018-02-04","008/005",Jalan Ciwastra No. 831,"872-72-5537","59",Singkawang,Indonesia,C,"5857301392576",+62 (016) 068 1474,Jawa Tengah,"2634","58320",Site engineer,Indah,Subulussalam,"1997-06-20",M,Perum Nainggolan Tbk,Permanent,Retail manager,Single,S1,Islam,"6174085389563600",KTP,ID,Y,"9645","6695","1",CV Simanjuntak Manullang,"Gang Rungkut Industri No. 671
Pagaralam, Nusa Tenggara Timur 12293",Jl. Soekarno Hatta,80642.19,"419",(Persero) Tbk,"48",T 705 VCO,"2022-10-13",DY 9232 FX,"2020-01-16","2032-10-01","2659","4857",(036) 617-8535,Y,+62-056-023-6797,C,"5",Homeopath,upurwanti@example.org,"2"
"2025-05-19",10212245,CV Usada Prasasta,"2018-06-27","001/009",Gang Gardujati No. 966,"724-37-7735","12",Batam,Indonesia,C,"8299379626445",+62 (604) 447 3420,Papua,"5310","34580",Politician's assistant,Nova,Surabaya,"1982-06-10",M,Perum Hutapea Ardianto,Permanent,Bookseller,Divorced,S2,Buddha,"4812878258252535",KTP,ID,N,"4355","4050","2",UD Ramadan,"Jl. Cihampelas No. 37
Kotamobagu, Riau 98747",Jl. Moch. Ramdan,67490.2,"709",Tbk,"92",JP 680 NE,"2023-05-03",SW 2311 SJJ,"2021-12-24","2031-01-09","1780","5573",+62 (0094) 215-0518,Y,+62-74-631-9166,P,"2",Music therapist,natsirchelsea@example.com,"3"
"2025-05-19",10617704,PD Palastri Oktaviani (Persero) Tbk,"2017-02-03","002/001",Jl. W.R. Supratman No. 70,"358-66-8548","52",Metro,Indonesia,A,"9309428893305","087 563 8866",DI Yogyakarta,"9280","90688",Pensions consultant,Calista,Kota Administrasi Jakarta Timur,"2002-02-20",M,PT Namaga (Persero) Tbk,Freelance,Writer,Married,SMA,Islam,"2360999388471710",KTP,ID,Y,"2335","9662","2",UD Kuswandari,"Jl. Cikutra Timur No. 97
Malang, Kalimantan Timur 64581",Gang Cikapayang,35607.6,"922",Tbk,"84",E 658 ME,"2022-08-28",Q 9317 PM,"2020-07-03","2046-01-25","5841","7658","088 445 3234",N,"087 335 0466",P,"3",Health and safety inspector,salahudinhana@example.net,"1"
"2025-05-19",10113848,Perum Prastuti Habibi (Persero) Tbk,"2024-04-21","008/001",Gg. Cihampelas No. 709,"088-85-8865","91",Subulussalam,Indonesia,A,"7141102541837",(0438) 697 5183,Bali,"6756","90795",Water quality scientist,Oni,Surabaya,"1983-07-03",F,PD Laksita,Permanent,Insurance risk surveyor,Single,S1,Kristen,"9138599313185889",KTP,ID,Y,"1733","6113","1",UD Purwanti (Persero) Tbk,"Jalan Setiabudhi No. 055
Tual, Kalimantan Utara 60831",Gang Setiabudhi,63123.61,"491",(Persero) Tbk,"94",I 6800 YMR,"2022-02-09",G 763 XG,"2021-08-18","2026-09-01","7001","3023",+62-0566-397-4102,Y,+62-0504-343-2165,P,"4","Librarian, public",nataliahasanah@example.org,"1"
"2025-05-19",10734879,UD Pranowo (Persero) Tbk,"2017-07-23","001/003",Gang Cempaka No. 6,"762-41-5492","18",Tidore Kepulauan,Indonesia,A,"2746053044337",(019) 755 4082,Riau,"7577","82058","Programmer, systems",Paulin,Palembang,"1973-05-26",F,PT Najmudin (Persero) Tbk,Contract,Insurance broker,Married,SMA,Buddha,"3544678402005699",KTP,ID,N,"4919","3539","1",UD Maryati Tbk,"Gg. Gegerkalong Hilir No. 407
Sawahlunto, Kepulauan Bangka Belitung 23210",Gg. HOS. Cokroaminoto,29058.43,"85",(Persero) Tbk,"79",BN 2656 XUV,"2024-04-25",PJ 111 DN,"2023-11-25","2037-06-18","3068","8265",+62-0133-020-7060,N,+62 (072) 455-6278,P,"1",Geophysical data processor,dpadmasari@example.com,"1"
"2025-05-19",10990914,Perum Siregar Lailasari,"2023-05-26","007/007",Gg. Ciwastra No. 177,"336-19-3736","53",Manado,Indonesia,B,"6972346500403",+62-22-764-1650,Maluku,"7523","15666",Fitness centre manager,Raina,Cimahi,"1979-05-13",M,UD Adriansyah Wijaya,Permanent,Community education officer,Single,S1,Islam,"4727378366991672",KTP,ID,N,"6566","9358","1",CV Sitompul,"Gg. Cempaka No. 16
Manado, BT 61133",Gang S. Parman,42433.47,"150",Tbk,"33",SI 5980 YY,"2023-07-30",O 264 MHW,"2024-08-28","2048-05-14","8433","6338","083 304 2515",N,+62-047-085-9880,C,"2",Chartered public finance accountant,paulinpuspasari@example.org,"2"
"2025-05-19",10524665,CV Santoso Jailani (Persero) Tbk,"2015-07-15","008/003",Gang Kutai No. 82,"494-21-5046","7",Kediri,Indonesia,C,"4245983009276",(0814) 656 2275,Gorontalo,"4964","63108",Curator,Ika,Tual,"1975-04-23",F,CV Pradana Hidayat,Freelance,Management consultant,Single,SMA,Buddha,"3829029348054562",KTP,ID,Y,"1126","1126","2",UD Wulandari Tbk,"Gang BKR No. 87
Tomohon, JB 62527",Jl. Ciwastra,90438.62,"866",Tbk,"88",C 4240 SQR,"2024-03-31",Q 112 UAJ,"2020-01-08","2044-01-25","8153","8986",+62-0940-228-5256,Y,(078) 313 1644,C,"5",Rural practice surveyor,purwantihasim@example.net,"1"
"2025-05-19",11294535,Perum Kuswandari Tbk,"2019-04-07","006/008",Jalan Tebet Barat Dalam No. 604,"792-92-4466","10",Pematangsiantar,Indonesia,A,"4741791540082",+62 (15) 457-7684,Sulawesi Barat,"3913","20909",Printmaker,Ifa,Banjar,"1981-07-04",M,PT Suryatmi (Persero) Tbk,Contract,Ecologist,Married,S2,Kristen,"2623355088752051",KTP,ID,Y,"6979","4074","1",PT Nasyidah,"Gang Moch. Ramdan No. 549
Surakarta, KS 84089",Gg. H.J Maemunah,76263.83,"942",(Persero) Tbk,"30",Z 652 UDO,"2022-06-22",C 0969 WNU,"2021-08-25","2034-05-26","1273","7071",+62-016-212-5393,N,+62-073-452-5366,C,"5",Curator,citra05@example.org,"3"
"2025-05-19",10722903,UD Padmasari Uwais,"2021-11-28","006/002",Gang Merdeka No. 30,"434-86-0510","54",Kota Administrasi Jakarta Pusat,Indonesia,B,"664950849102",+62 (076) 518 0659,Kepulauan Bangka Belitung,"8750","17348",Trading standards officer,Karen,Ambon,"1969-09-17",F,UD Hassanah,Freelance,"Lecturer, further education",Married,SMA,Kristen,"1975236150717895",KTP,ID,Y,"1525","3423","2",UD Hasanah Wulandari,"Gg. Pasteur No. 7
Serang, Maluku Utara 76765",Gg. Kiaracondong,18487.12,"700",(Persero) Tbk,"34",L 8827 OJG,"2022-02-01",I 3139 FJ,"2024-09-11","2042-01-13","7754","9656",+62 (098) 869 9807,N,+62 (0167) 522-6626,C,"1",Public librarian,janet64@example.org,"3"
"2025-05-19",10010917,Perum Sudiati (Persero) Tbk,"2019-08-10","001/003",Jalan Tebet Barat Dalam No. 085,"767-36-7064","93",Padangpanjang,Indonesia,A,"5138534396049",+62-007-917-6734,Kalimantan Selatan,"5990","19020","Lecturer, further education",Eka,Sawahlunto,"1997-01-24",M,UD Tamba,Contract,"Secretary, company",Divorced,S1,Islam,"3846840813803047",KTP,ID,Y,"1817","4626","1",PD Palastri,"Gg. Pacuan Kuda No. 83
Lhokseumawe, KU 45967",Gang Rajawali Timur,29158.89,"794",(Persero) Tbk,"47",K 1615 JZS,"2023-02-03",Q 1810 FOE,"2020-09-29","2043-02-26","5060","4674",+62 (609) 925 2501,N,+62-090-515-0727,P,"2","Doctor, general practice",hardiansyahagnes@example.net,"1"
"2025-05-19",10782602,UD Dongoran Tbk,"2019-10-11","006/008",Jalan Sentot Alibasa No. 4,"441-93-5955","91",Tangerang,Indonesia,B,"6384469140127",+62-22-826-7626,Bali,"5958","35363",Advertising copywriter,Wirda,Tomohon,"1969-08-15",F,UD Habibi,Freelance,"Editor, magazine features",Single,SMA,Hindu,"4653501558766363",KTP,ID,N,"4822","8386","2",CV Samosir Jailani,"Gang Merdeka No. 654
Sabang, SS 03295",Gg. Monginsidi,4267.48,"663",(Persero) Tbk,"19",QN 0725 OH,"2024-06-25",MV 0974 ZVG,"2021-04-22","2043-02-04","2571","8576",+62-500-342-5099,Y,+62 (087) 751-2200,C,"4",Applications developer,hartanasuartini@example.org,"1"
